,Skrót nazwy placówki,Skrót nazwy jednostki,Regon placówki,Regon szkoły,RSPO placówki,Rspo,Nazwa placówki,Nazwa szkoły/ jednostki,Typ placówki,Typ jednostki,Kategoria uczniów,Jednostka specjalna,Bezpośredni nadzór,Miejscowość,Dzielnica,Miejski System Informacji,Ulica nazwa,Ulica nr,Nr Kodu,Imię dyrektora,Nazwisko dyrektora,Telefon,Faks,WWW,Strona BIP,E-mail,Numer jednostki,Placówka prowadzi internat/bursę,jednostka/zakład budż,Liczba uczniów,Liczba dzieci w oddziałach przedszkolnych,SUMA - Liczba uczniów i dzieci  ,Liczba oddziałów - uczniowie,Liczba oddziałów przedszkolnych,SUMA - Liczba oddziałów  ,Oddziały dwujęzyczne,Oddziały integracyjne,Oddziały sportowe,Oddziały mistrzostwa sportowego,Oddziały międzynarodowe,Oddziały specjalne,Oddziały specjalne przysposabiające do pracy,Oddziały terapeutyczne,Oddziały eksperymentalne,Oddzały przygotowania wojskowego,uwagi,Czy w zespole?,Typ jednostki (generalizacja),Uwzględniać na liście jednostek samodzielnych i złożonych?,Szkoły i przedszkola,samodzielna lub zespół - Czy szkoła lub przedszkole w składzie?,samodzielna lub zespół - Czy szkoła w składzie?,samodzielna lub zespół - Czy szkoła ponadpodstawowa w składzie?,samodzielna lub zespół - Czy przedszkole lub zespół z przedszkolem w składzie?,samodzielna lub zespół - Czy szkoła podstawowa (w tym muzyczna) w składzie?,samodzielna lub zespół - Czy liceum ogólnokształcące w składzie?,samodzielna lub zespół - Czy technikum w składzie?,samodzielna lub zespół - Czy branżowa szkoła I stopnia w składzie?,samodzielna lub zespół - Czy branżowa szkoła II stopnia w składzie?,samodzielna lub zespół - Czy szkoła policealna w składzie?,samodzielna lub zespół - Czy jednostka specjalna w składzie?,samodzielna lub zespół - Czy szkoła kształcąca w zawodzie w składzie?,Edukacyjna Wartość Dodana,RSPO - wyszukiwarka,obwód szkoły podstawowej,Teren działania poradni,Niepełnosprawność dominująca,"Jednostka ""przyszpitalna""","długość geograficzna 
(w stopniach)","szerokość geograficzna 
(w stopniach)",długość geograficzna (w metrach),szerokość geograficzna (w metrach),Wars i Sawa,"na obszarze Zintegrowanego Programu Rewitalizacji m.st. Warszaw do 2022 (Praga Północ, Praga Południe, Targówek)",Identyfikacja w systemie sprawozdawczości (ankietyBE),Czas pracy przedszkola - od,Czas pracy przedszkola - do
816,ZS_012,ZS_012_T_12,35748.0,15810635.0,13380.0,25454.0,Zespół Szkół nr 12 im. Olimpijczyków Polskich,Technikum nr 12,zespół lub jednostka złożona,technikum,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Praga Południe,Grochów,ul. Siennicka,15,04-395,Barbara,Mierzwa,222771416,,http://www.zs12.edupage.org,http://zs12.bip.um.warszawa.pl,zs12@edu.um.warszawa.pl,12.0,nie,jednostka budżetowa,283.0,,283.0,11.0,,11.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,w zespole,szkoła ponadpodstawowa,tak,LO-T-,tak,tak,tak,,,tak,tak,,,,,tak,,https://rspo.gov.pl/rspo/25454,,Poradnia Psychologiczno-Pedagogiczna nr 4,,,"21,0772934","52,24637695","7505278,777","5790314,764",,tak,6.0,,
817,ZS_014,ZS_014_PL_20,183199.0,15780762.0,25134.0,42034.0,Zespół Szkół nr 14,Szkoła Policealna nr 20,zespół lub jednostka złożona,szkoła policealna,bez kategorii,nie,WOW - dzielnica,Warszawa,Praga Północ,Nowa Praga,ul. Józefa Szanajcy,5,03-481,Małgorzata,Augustowska,226194713,226194713,http://www.zs14.pl,http://zs14.bip.um.warszawa.pl,zs14@zs14.edu.pl,20.0,nie,jednostka budżetowa,,,,,,,,,,,,,,,,,,w zespole,szkoła policealna,tak,T-Polic-,tak,tak,tak,,,,tak,,,tak,,tak,,https://rspo.gov.pl/rspo/42034,,Poradnia Psychologiczno-Pedagogiczna nr 5,,,"21,02650833","52,26198934","7501809,726","5792049,371",,tak,56.0,,
818,ZS_014,ZS_014_T,183199.0,15780650.0,25134.0,42033.0,Zespół Szkół nr 14,Technikum Geologiczno-Geodezyjno-Drogowe im. prof. dr. Stanisława Kluźniaka,zespół lub jednostka złożona,technikum,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Praga Północ,Nowa Praga,ul. Józefa Szanajcy,5,03-481,Małgorzata,Augustowska,226194713,226194713,http://www.zs14.pl,http://zs14.bip.um.warszawa.pl,zs14@zs14.edu.pl,,nie,jednostka budżetowa,762.0,,762.0,32.0,,32.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,w zespole,szkoła ponadpodstawowa,tak,T-Polic-,tak,tak,tak,,,,tak,,,tak,,tak,,https://rspo.gov.pl/rspo/42033,,Poradnia Psychologiczno-Pedagogiczna nr 5,,,"21,02650833","52,26198934","7501809,726","5792049,371", certyfikat Wars i Sawa,tak,55.0,,
819,ZS_017,ZS_017_LO_73,800404.0,15854957.0,30982.0,46597.0,"Zespół Szkół nr 17 im. Zawiszaków Proporca ""Victoria""","LXXIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Zawiszaków Proporca ""Victoria""",zespół lub jednostka złożona,liceum ogólnokształcące,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Włochy,Nowe Włochy,ul. Promienista,12A,02-428,Małgorzata,Michalska,228637304,228637304,http://www.promienista.waw.pl,http://zs17.bip.um.warszawa.pl,zs17@edu.um.warszawa.pl,73.0,nie,jednostka budżetowa,151.0,,151.0,5.0,,5.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,w zespole,szkoła ponadpodstawowa,tak,SP-LO-,tak,tak,tak,,tak,tak,,,,,,,,https://rspo.gov.pl/rspo/46597,,Poradnia Psychologiczno-Pedagogiczna nr 22,,,"20,90399551","52,20995437","7493438,059","5786263,804",,,248.0,,
820,ZS_017,ZS_017_SP_359,800404.0,363827600.0,30982.0,130316.0,"Zespół Szkół nr 17 im. Zawiszaków Proporca ""Victoria""","Szkoła Podstawowa nr 359 im. Zawiszaków Proporca ""Victoria""",zespół lub jednostka złożona,szkoła podstawowa,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Włochy,Nowe Włochy,ul. Promienista,12A,02-428,Małgorzata,Michalska,228637304,228637304,http://www.promienista.waw.pl,http://zs17.bip.um.warszawa.pl,zs17@edu.um.warszawa.pl,359.0,nie,jednostka budżetowa,502.0,51.0,553.0,19.0,2.0,21.0,tak,nie,nie,nie,nie,nie,nie,nie,nie,nie,,w zespole,szkoła podstawowa (w tym muzyczna),tak,SP-LO-,tak,tak,tak,,tak,tak,,,,,,,,https://rspo.gov.pl/rspo/130316,http://edukacja.warszawa.pl/download/obwody/obwody_sp__359.pdf,Poradnia Psychologiczno-Pedagogiczna nr 22,,,"20,90399551","52,20995437","7493438,059","5786263,804", certyfikat Wars i Sawa,,2381.0,,
821,ZS_018,ZS_018_LO_52,190213.0,15768070.0,23491.0,34513.0,Zespół Szkół nr 18,LII Liceum Ogólnokształcące im. Władysława Stanisława Reymonta,zespół lub jednostka złożona,liceum ogólnokształcące,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Bielany,Stare Bielany,ul. Stefana Żeromskiego,81,01-882,Elżbieta,Królak,228347201,228346763,http://www.reymontowka.wer.pl,http://zs18.bip.um.warszawa.pl,dyrekcja@zs18.edu.pl,52.0,nie,jednostka budżetowa,480.0,,480.0,16.0,,16.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,w zespole,szkoła ponadpodstawowa,tak,LO-T-Polic-,tak,tak,tak,,,tak,tak,,,tak,,tak,,https://rspo.gov.pl/rspo/34513,,Poradnia Psychologiczno-Pedagogiczna nr 3,,,"20,94014168","52,27759724","7495914,808","5793787,324",,,100.0,,
822,ZS_018,ZS_018_PL_6,190213.0,15767968.0,23491.0,34516.0,Zespół Szkół nr 18,Szkoła Policealna nr 6,zespół lub jednostka złożona,szkoła policealna,bez kategorii,nie,WOW - dzielnica,Warszawa,Bielany,Stare Bielany,ul. Stefana Żeromskiego,81,01-882,Elżbieta,Królak,228347201,228346763,http://www.ksiegarska.internetdsl.pl,http://zs18.bip.um.warszawa.pl,dyrekcja@zs18.edu.pl,6.0,nie,jednostka budżetowa,,,,,,,,,,,,,,,,,,w zespole,szkoła policealna,tak,LO-T-Polic-,tak,tak,tak,,,tak,tak,,,tak,,tak,,https://rspo.gov.pl/rspo/34516,,Poradnia Psychologiczno-Pedagogiczna nr 3,,,"20,94014168","52,27759724","7495914,808","5793787,324",,,98.0,,
823,ZS_018,ZS_018_T,190213.0,15767997.0,23491.0,34515.0,Zespół Szkół nr 18,Technikum Księgarskie im. Stefana Żeromskiego,zespół lub jednostka złożona,technikum,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Bielany,Stare Bielany,ul. Stefana Żeromskiego,81,01-882,Elżbieta,Królak,228347201,228346763,http://www.ksiegarska.internetdsl.pl,http://zs18.bip.um.warszawa.pl,dyrekcja@zs18.edu.pl,,nie,jednostka budżetowa,451.0,,451.0,15.0,,15.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,w zespole,szkoła ponadpodstawowa,tak,LO-T-Polic-,tak,tak,tak,,,tak,tak,,,tak,,tak,,https://rspo.gov.pl/rspo/34515,,Poradnia Psychologiczno-Pedagogiczna nr 3,,,"20,94014168","52,27759724","7495914,808","5793787,324",,,99.0,,
824,ZS_021,ZS_021_LO_87,17367983.0,17368043.0,13381.0,30629.0,Zespół Szkół nr 21,LXXXVII Liceum Ogólnokształcące im. gen. Leopolda Okulickiego,zespół lub jednostka złożona,liceum ogólnokształcące,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Praga Południe,Saska Kępa,ul. Saska,78,03-914,Marek,Kupiecki,226173374,226173374,http://www.okulicki.waw.pl,http://zs21.bip.um.warszawa.pl,zs21@edu.um.warszawa.pl,87.0,nie,jednostka budżetowa,217.0,,217.0,8.0,,8.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,w zespole,szkoła ponadpodstawowa,tak,LO-T-Polic-,tak,tak,tak,,,tak,tak,,,tak,,tak,,https://rspo.gov.pl/rspo/30629,,Poradnia Psychologiczno-Pedagogiczna nr 4,,,"21,05873299","52,23639503","7504012,074","5789202,953",,,1064.0,,
825,ZS_021,ZS_021_PL_1,17367983.0,15810405.0,13381.0,25552.0,Zespół Szkół nr 21,Szkoła Policealna nr 1,zespół lub jednostka złożona,szkoła policealna,bez kategorii,nie,WOW - dzielnica,Warszawa,Praga Południe,Saska Kępa,ul. Saska,78,03-914,Marek,Kupiecki,226173374,226173374,https://technikum27.edupage.org,http://zs21.bip.um.warszawa.pl,zs21@edu.um.warszawa.pl,1.0,nie,jednostka budżetowa,,,,,,,,,,,,,,,,,,w zespole,szkoła policealna,tak,LO-T-Polic-,tak,tak,tak,,,tak,tak,,,tak,,tak,,https://rspo.gov.pl/rspo/25552,,Poradnia Psychologiczno-Pedagogiczna nr 4,,,"21,05873299","52,23639503","7504012,074","5789202,953",,,1063.0,,
826,ZS_021,ZS_021_T_27,17367983.0,17368072.0,13381.0,25517.0,Zespół Szkół nr 21,Technikum nr 27 im. prof. Józefa Zawadzkiego,zespół lub jednostka złożona,technikum,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Praga Południe,Saska Kępa,ul. Saska,78,03-914,Marek,Kupiecki,226173374,226173374,https://technikum27.edupage.org,http://zs21.bip.um.warszawa.pl,zs21@edu.um.warszawa.pl,27.0,nie,jednostka budżetowa,507.0,,507.0,20.0,,20.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,w zespole,szkoła ponadpodstawowa,tak,LO-T-Polic-,tak,tak,tak,,,tak,tak,,,tak,,tak,,https://rspo.gov.pl/rspo/25517,,Poradnia Psychologiczno-Pedagogiczna nr 4,,,"21,05873299","52,23639503","7504012,074","5789202,953", certyfikat Wars i Sawa,,1065.0,,
827,ZS_022,ZS_022_LO_83,10053810.0,15826346.0,27648.0,31063.0,Zespół Szkół nr 22 im. Emiliana Konopczyńskiego,LXXXIII Liceum Ogólnokształcące im. Emiliana Konopczyńskiego,zespół lub jednostka złożona,liceum ogólnokształcące,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Śródmieście,Śródmieście Północne,ul. Emiliana Konopczyńskiego,4,00-335,Paweł,Dziuban,228264380,228264380,http://www.konopczynski.com,http://www.konopczynski.com/index.php?option=com_content&view=article&id=130&Itemid=492,zs22@konopczynski.com,83.0,nie,jednostka budżetowa,600.0,,600.0,20.0,,20.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,w zespole,szkoła ponadpodstawowa,tak,LO-T-,tak,tak,tak,,,tak,tak,,,,,tak,,https://rspo.gov.pl/rspo/31063,,Poradnia Psychologiczno-Pedagogiczna nr 1,,,"21,02162743","52,23718898","7501477,352","5789289,884", certyfikat Wars i Sawa,,415.0,,
828,ZS_022,ZS_022_T_1,10053810.0,15826375.0,27648.0,31094.0,Zespół Szkół nr 22 im. Emiliana Konopczyńskiego,Technikum Elektryczno-Elektroniczne nr 1,zespół lub jednostka złożona,technikum,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Śródmieście,Śródmieście Północne,ul. Emiliana Konopczyńskiego,4,00-335,Paweł,Dziuban,228264380,228264380,http://www.konopczynski.com,http://www.konopczynski.com/index.php?option=com_content&view=article&id=130&Itemid=492,zs22@konopczynski.com,1.0,nie,jednostka budżetowa,90.0,,90.0,4.0,,4.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,w zespole,szkoła ponadpodstawowa,tak,LO-T-,tak,tak,tak,,,tak,tak,,,,,tak,,https://rspo.gov.pl/rspo/31094,,Poradnia Psychologiczno-Pedagogiczna nr 1,,,"21,02162743","52,23718898","7501477,352","5789289,884",,,416.0,,
829,ZS_023,ZS_023_LO_58,1017296.0,15812829.0,25358.0,27812.0,Zespół Szkół nr 23,LVIII Liceum Ogólnokształcące im. Krzysztofa Kamila Baczyńskiego,zespół lub jednostka złożona,liceum ogólnokształcące,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Śródmieście,Solec,ul. Górnośląska,31,00-432,Katarzyna,Włodarczyk,226211350,226280923,http://www.baczynski.edu.pl,http://zs23.bip.um.warszawa.pl,liceum@zs23.edu.pl,58.0,nie,jednostka budżetowa,414.0,,414.0,16.0,,16.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,w zespole,szkoła ponadpodstawowa,tak,LO-T-Policd-,tak,tak,tak,,,tak,tak,,,tak,,tak,,https://rspo.gov.pl/rspo/27812,,Poradnia Psychologiczno-Pedagogiczna nr 11,,,"21,03388596","52,22472371","7502315,424","5787903,28",,,388.0,,
830,ZS_023,ZS_023_PL_DOR_37,1017296.0,15812870.0,25358.0,30617.0,Zespół Szkół nr 23,Szkoła Policealna nr 37,zespół lub jednostka złożona,szkoła policealna,bez kategorii,nie,WOW - dzielnica,Warszawa,Śródmieście,Solec,ul. Górnośląska,31,00-432,Katarzyna,Włodarczyk,226211350,226280923,http://www.zs23.edu.pl,http://zs23.bip.um.warszawa.pl,sekretariat@zs23.edu.pl,37.0,nie,jednostka budżetowa,,,,,,,,,,,,,,,,,,w zespole,szkoła policealna,tak,LO-T-Policd-,tak,tak,tak,,,tak,tak,,,tak,,tak,,https://rspo.gov.pl/rspo/30617,,Poradnia Psychologiczno-Pedagogiczna nr 11,,,"21,03388596","52,22472371","7502315,424","5787903,28",,,390.0,,
831,ZS_023,ZS_023_T_1,1017296.0,15812858.0,25358.0,30468.0,Zespół Szkół nr 23,Technikum Budownictwa i Architektury nr 1 im. prof. Zdzisława Mączeńskiego,zespół lub jednostka złożona,technikum,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Śródmieście,Solec,ul. Górnośląska,31,00-432,Katarzyna,Włodarczyk,226211350,226280923,http://www.technikumbudowlane.edu.pl,http://zs23.bip.um.warszawa.pl,technikum@zs23.edu.pl,1.0,nie,jednostka budżetowa,515.0,,515.0,20.0,,20.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,w zespole,szkoła ponadpodstawowa,tak,LO-T-Policd-,tak,tak,tak,,,tak,tak,,,tak,,tak,,https://rspo.gov.pl/rspo/30468,,Poradnia Psychologiczno-Pedagogiczna nr 11,,,"21,03388596","52,22472371","7502315,424","5787903,28",,,389.0,,
832,ZS_026,ZS_026_PL_17,180976.0,140193418.0,17104.0,26938.0,Zespół Szkół nr 26,Szkoła Policealna nr 17,zespół lub jednostka złożona,szkoła policealna,bez kategorii,nie,WOW - dzielnica,Warszawa,Ochota,Szczęśliwice,ul. Urbanistów,3,02-397,Roman,Marciniak,228222031,228233003,http://zs26.edu.pl,http://zs26.bip.um.warszawa.pl,zs26@zs26.edu.pl,17.0,nie,jednostka budżetowa,,,,,,,,,,,,,,,,,,w zespole,szkoła policealna,tak,T-Polic-,tak,tak,tak,,,,tak,,,tak,,tak,,https://rspo.gov.pl/rspo/26938,,Poradnia Psychologiczno-Pedagogiczna nr 9,,,"20,96615028","52,20567627","7497686,097","5785784,006",,,42.0,,
833,ZS_026,ZS_026_T_24,180976.0,141409955.0,17104.0,26849.0,Zespół Szkół nr 26,Technikum nr 24,zespół lub jednostka złożona,technikum,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Ochota,Szczęśliwice,ul. Urbanistów,3,02-397,Roman,Marciniak,228222031,228233003,http://zs26.edu.pl,http://zs26.bip.um.warszawa.pl,zs26@zs26.edu.pl,24.0,nie,jednostka budżetowa,725.0,,725.0,27.0,,27.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,w zespole,szkoła ponadpodstawowa,tak,T-Polic-,tak,tak,tak,,,,tak,,,tak,,tak,,https://rspo.gov.pl/rspo/26849,,Poradnia Psychologiczno-Pedagogiczna nr 9,,,"20,96615028","52,20567627","7497686,097","5785784,006",,,39.0,,
834,ZS_027,ZS_027_BSI_31,141534376.0,15500320.0,14298.0,83001.0,Zespół Szkół nr 27,Branżowa Szkoła I stopnia nr 31,zespół lub jednostka złożona,szkoła branżowa I stopnia,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Mokotów,Służew,ul. Wincentego Rzymowskiego,38,02-697,Artur,Jeżewski,228436681,228436681,http://zs27.edupage.org,http://zs27.bip.um.warszawa.pl,zs27@edu.um.warszawa.pl,31.0,nie,jednostka budżetowa,551.0,,551.0,20.0,,20.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,w zespole,szkoła ponadpodstawowa,tak,LOd-BSI-,tak,tak,tak,,,tak,,tak,,,,tak,,https://rspo.gov.pl/rspo/83001,,Poradnia Psychologiczno-Pedagogiczna nr 7,,,"21,00292594","52,17725159","7500200,138","5782620,871",,,1103.0,,
835,ZS_027,ZS_027_LO_DOR_152,141534376.0,147493572.0,14298.0,125841.0,Zespół Szkół nr 27,CLII Liceum Ogólnokształcące dla Dorosłych,zespół lub jednostka złożona,liceum ogólnokształcące,dorośli,nie,WOW - dzielnica,Warszawa,Mokotów,Służew,ul. Wincentego Rzymowskiego,38,02-697,Artur,Jeżewski,228436681,228436681,http://zs27.edupage.org,http://zs27.bip.um.warszawa.pl,zs27@edu.um.warszawa.pl,152.0,nie,jednostka budżetowa,50.0,,50.0,2.0,,2.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,w zespole,szkoła ponadpodstawowa,tak,LOd-BSI-,tak,tak,tak,,,tak,,tak,,,,tak,,https://rspo.gov.pl/rspo/125841,,Poradnia Psychologiczno-Pedagogiczna nr 7,,,"21,00292594","52,17725159","7500200,138","5782620,871",,,2306.0,,
836,ZS_028,ZS_028_BSI_61,179884.0,15769341.0,14427.0,125810.0,Zespół Szkół nr 28,Branżowa Szkoła I stopnia nr 61,zespół lub jednostka złożona,szkoła branżowa I stopnia,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Żoliborz,Stary Żoliborz,ul. gen. Józefa Zajączka,7,01-518,Katarzyna,Ołdak,228443634,228443634,http://zs28.waw.pl,http://zs28.bip.um.warszawa.pl,zs28@zs28.waw.pl,61.0,nie,jednostka budżetowa,,,,,,,,,,,,,,,,,,w zespole,szkoła ponadpodstawowa,tak,T-BSI-Polic-,tak,tak,tak,,,,tak,tak,,tak,,tak,,https://rspo.gov.pl/rspo/125810,,Poradnia Psychologiczno-Pedagogiczna nr 3,,,"20,99207687","52,26109333","7499459,021","5791949,376",,,27.0,,
837,ZS_028,ZS_028_PL_39,179884.0,140090753.0,14427.0,121341.0,Zespół Szkół nr 28,Szkoła Policealna nr 39,zespół lub jednostka złożona,szkoła policealna,bez kategorii,nie,WOW - dzielnica,Warszawa,Żoliborz,Stary Żoliborz,ul. gen. Józefa Zajączka,7,01-518,Katarzyna,Ołdak,228443634,228443634,http://zs28.waw.pl,http://zs28.bip.um.warszawa.pl,zs28@zs28.waw.pl,39.0,nie,jednostka budżetowa,,,,,,,,,,,,,,,,,,w zespole,szkoła policealna,tak,T-BSI-Polic-,tak,tak,tak,,,,tak,tak,,tak,,tak,,https://rspo.gov.pl/rspo/121341,,Poradnia Psychologiczno-Pedagogiczna nr 3,,,"20,99207687","52,26109333","7499459,021","5791949,376",,,29.0,,
838,ZS_028,ZS_028_T_2,179884.0,15769275.0,14427.0,83189.0,Zespół Szkół nr 28,Technikum Elektryczne nr 2 im. Synów Pułku,zespół lub jednostka złożona,technikum,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Żoliborz,Stary Żoliborz,ul. gen. Józefa Zajączka,7,01-518,Katarzyna,Ołdak,228443634,228443634,http://zs28.waw.pl,http://zs28.bip.um.warszawa.pl,zs28@zs28.waw.pl,2.0,nie,jednostka budżetowa,225.0,,225.0,9.0,,9.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,w zespole,szkoła ponadpodstawowa,tak,T-BSI-Polic-,tak,tak,tak,,,,tak,tak,,tak,,tak,,https://rspo.gov.pl/rspo/83189,,Poradnia Psychologiczno-Pedagogiczna nr 3,,,"20,99207687","52,26109333","7499459,021","5791949,376",,,28.0,,
839,ZS_031,ZS_031_BSI_65,190466.0,146355017.0,19705.0,39657.0,Zespół Szkół nr 31 im. Jana Kilińskiego,Branżowa Szkoła Rzemiosł Artystycznych I stopnia nr 65,zespół lub jednostka złożona,szkoła branżowa I stopnia,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Żoliborz,Stary Żoliborz,ul. Alojzego Felińskiego,13,01-513,Leszek,Olszewski,228390041,228390882,http://www.zs31.waw.pl,http://zs31warszawa.edupage.org/text72/?,zs31@edu.um.warszawa.pl,65.0,nie,jednostka budżetowa,88.0,,88.0,4.0,,4.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,w zespole,szkoła ponadpodstawowa,tak,LO-T-BSI-Policd-,tak,tak,tak,,,tak,tak,tak,,tak,,tak,,https://rspo.gov.pl/rspo/39657,,Poradnia Psychologiczno-Pedagogiczna nr 3,,,"20,98809052","52,26111591","7499186,924","5791951,925",,,2276.0,,
840,ZS_031,ZS_031_LO_114,190466.0,15789094.0,19705.0,39652.0,Zespół Szkół nr 31 im. Jana Kilińskiego,CXIV Liceum Ogólnokształcące im. Jana Kilińskiego,zespół lub jednostka złożona,liceum ogólnokształcące,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Żoliborz,Stary Żoliborz,ul. Alojzego Felińskiego,13,01-513,Leszek,Olszewski,228390041,228390882,http://www.zs31.waw.pl,http://zs31warszawa.edupage.org/text72/?,zs31@edu.um.warszawa.pl,114.0,nie,jednostka budżetowa,506.0,,506.0,18.0,,18.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,w zespole,szkoła ponadpodstawowa,tak,LO-T-BSI-Policd-,tak,tak,tak,,,tak,tak,tak,,tak,,tak,,https://rspo.gov.pl/rspo/39652,,Poradnia Psychologiczno-Pedagogiczna nr 3,,,"20,98809052","52,26111591","7499186,924","5791951,925",,,103.0,,
841,ZS_031,ZS_031_PL_DOR_35,190466.0,140305107.0,19705.0,39659.0,Zespół Szkół nr 31 im. Jana Kilińskiego,Szkoła Policealna nr 35,zespół lub jednostka złożona,szkoła policealna,bez kategorii,nie,WOW - dzielnica,Warszawa,Żoliborz,Stary Żoliborz,ul. Alojzego Felińskiego,13,01-513,Leszek,Olszewski,228390041,228390882,http://www.zs31.waw.pl,http://zs31warszawa.edupage.org/text72/?,zs31@edu.um.warszawa.pl,35.0,nie,jednostka budżetowa,,,,,,,,,,,,,,,,,,w zespole,szkoła policealna,tak,LO-T-BSI-Policd-,tak,tak,tak,,,tak,tak,tak,,tak,,tak,,https://rspo.gov.pl/rspo/39659,,Poradnia Psychologiczno-Pedagogiczna nr 3,,,"20,98809052","52,26111591","7499186,924","5791951,925",,,104.0,,
842,ZS_031,ZS_031_T_7,190466.0,15789065.0,19705.0,39656.0,Zespół Szkół nr 31 im. Jana Kilińskiego,Technikum Mechaniczne nr 7 im. Jana Kilińskiego,zespół lub jednostka złożona,technikum,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Żoliborz,Stary Żoliborz,ul. Alojzego Felińskiego,13,01-513,Leszek,Olszewski,228390041,228390882,http://www.zs31.waw.pl,http://zs31warszawa.edupage.org/text72/?,zs31@edu.um.warszawa.pl,7.0,nie,jednostka budżetowa,190.0,,190.0,9.0,,9.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,w zespole,szkoła ponadpodstawowa,tak,LO-T-BSI-Policd-,tak,tak,tak,,,tak,tak,tak,,tak,,tak,,https://rspo.gov.pl/rspo/39656,,Poradnia Psychologiczno-Pedagogiczna nr 3,,,"20,98809052","52,26111591","7499186,924","5791951,925",,,102.0,,
843,ZS_032,ZS_032_BSI_39,39373.0,15758490.0,6594.0,11412.0,Zespół Szkół nr 32 im. Krzysztofa Kamila Baczyńskiego,Branżowa Szkoła I stopnia nr 39,zespół lub jednostka złożona,szkoła branżowa I stopnia,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Wola,Koło,ul. Ożarowska,71,01-408,Jolanta,Pindelska,228364062,228365786,http://www.zs32.edu.pl,http://zs32.bip.um.warszawa.pl,zs32@edu.um.warszawa.pl,39.0,nie,jednostka budżetowa,142.0,,142.0,7.0,,7.0,nie,tak,nie,nie,nie,nie,nie,nie,nie,nie,,w zespole,szkoła ponadpodstawowa,tak,LO-T-BSI-,tak,tak,tak,,,tak,tak,tak,,,,tak,,https://rspo.gov.pl/rspo/11412,,Poradnia Psychologiczno-Pedagogiczna nr 2,,,"20,9494133","52,24618448","7496545,167","5790291,74",,,16.0,,
844,ZS_032,ZS_032_LO_92,39373.0,15758544.0,6594.0,25173.0,Zespół Szkół nr 32 im. Krzysztofa Kamila Baczyńskiego,XCII Liceum Ogólnokształcące z Oddziałami Integracyjnymi,zespół lub jednostka złożona,liceum ogólnokształcące,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Wola,Koło,ul. Ożarowska,71,01-408,Jolanta,Pindelska,228364062,228365786,http://www.zs32.edu.pl,http://zs32.bip.um.warszawa.pl,zs32@edu.um.warszawa.pl,92.0,nie,jednostka budżetowa,324.0,,324.0,15.0,,15.0,nie,tak,nie,nie,nie,nie,nie,nie,nie,nie,,w zespole,szkoła ponadpodstawowa,tak,LO-T-BSI-,tak,tak,tak,,,tak,tak,tak,,,,tak,,https://rspo.gov.pl/rspo/25173,,Poradnia Psychologiczno-Pedagogiczna nr 2,,,"20,9494133","52,24618448","7496545,167","5790291,74",,,17.0,,
